input,target,lang,plural
de aap draagt de dokter,de aap heeft de dokter gedragen,nl,False
les docteurs repousse les chevaux,les docteurs a repoussé les chevaux,fr,True
les ennemis observe les chats,les ennemis a observé les chats,fr,True
les filles cherche les professeurs,les filles a cherché les professeurs,fr,True
de vriend draagt de muis,de vriend heeft de muis gedragen,nl,False
de muizen helpt de kinderen,de muizen heeft de kinderen geholpen,nl,True
les filles voit les souris,les filles a vu les souris,fr,True
de kat observeert de meisje,de kat heeft de meisje geobserveerd,nl,False
de tijgers troost de vogels,de tijgers heeft de vogels getroost,nl,True
de vrouw redt de vos,de vrouw heeft de vos gered,nl,False
les oiseaux repousse les docteurs,les oiseaux a repoussé les docteurs,fr,True
les hommes frappe les professeurs,les hommes a frappé les professeurs,fr,True
les souris regarde les éléphants,les souris a regardé les éléphants,fr,True
de mannen ziet de katten,de mannen heeft de katten gezien,nl,True
les singes embrasse les amis,les singes a embrassé les amis,fr,True
le éléphant cherche le loup,le éléphant a cherché le loup,fr,False
les singes frappe les femmes,les singes a frappé les femmes,fr,True
de honden ziet de mannen,de honden heeft de mannen gezien,nl,True
les renards attaque les amis,les renards a attaqué les amis,fr,True
de tijger ziet de leeuw,de tijger heeft de leeuw gezien,nl,False
le docteur observe le loup,le docteur a observé le loup,fr,False
les filles attaque les docteurs,les filles a attaqué les docteurs,fr,True
le femme repousse le chat,le femme a repoussé le chat,fr,False
les tigres regarde les singes,les tigres a regardé les singes,fr,True
de leraars bekijkt de tijgers,de leraars heeft de tijgers bekeken,nl,True
les oiseaux ignore les chiens,les oiseaux a ignoré les chiens,fr,True
le éléphant suit le chat,le éléphant a suivi le chat,fr,False
de olifant helpt de meisje,de olifant heeft de meisje geholpen,nl,False
le enfant ignore le souris,le enfant a ignoré le souris,fr,False
de vijanden achtervolgt de olifanten,de vijanden heeft de olifanten achtervolgd,nl,True
le homme mange le chien,le homme a mangé le chien,fr,False
de jongens slaat de katten,de jongens heeft de katten geslagen,nl,True
le chat sauve le oiseau,le chat a sauvé le oiseau,fr,False
de leeuw eet de vogel,de leeuw heeft de vogel gegeten,nl,False
de paarden bekijkt de olifanten,de paarden heeft de olifanten bekeken,nl,True
le loup voit le éléphant,le loup a vu le éléphant,fr,False
de muis achtervolgt de tijger,de muis heeft de tijger achtervolgd,nl,False
le enfant suit le tigre,le enfant a suivi le tigre,fr,False
les hommes ignore les ennemis,les hommes a ignoré les ennemis,fr,True
les docteurs réconforte les filles,les docteurs a réconforté les filles,fr,True
les chiens suit les femmes,les chiens a suivi les femmes,fr,True
de tijgers slaat de jongens,de tijgers heeft de jongens geslagen,nl,True
le ami voit le éléphant,le ami a vu le éléphant,fr,False
de muizen volgt de leraars,de muizen heeft de leraars gevolgd,nl,True
de vrouwen valt de mannen,de vrouwen heeft de mannen aangevallen,nl,True
le éléphant ignore le homme,le éléphant a ignoré le homme,fr,False
le singe frappe le cheval,le singe a frappé le cheval,fr,False
de apen slaat de katten,de apen heeft de katten geslagen,nl,True
les amis sauve les loups,les amis a sauvé les loups,fr,True
de honden valt de meisjes,de honden heeft de meisjes aangevallen,nl,True
le oiseau voit le loup,le oiseau a vu le loup,fr,False
le oiseau repousse le femme,le oiseau a repoussé le femme,fr,False
de muizen redt de meisjes,de muizen heeft de meisjes gered,nl,True
de paard draagt de meisje,de paard heeft de meisje gedragen,nl,False
le tigre cherche le enfant,le tigre a cherché le enfant,fr,False
le professeur chasse le souris,le professeur a chassé le souris,fr,False
le homme aime le enfant,le homme a aimé le enfant,fr,False
de meisje duwt de vriend,de meisje heeft de vriend geduwd,nl,False
de kat negeert de vrouw,de kat heeft de vrouw genegeerd,nl,False
les chiens aide les amis,les chiens a aidé les amis,fr,True
les chevaux porte les oiseaux,les chevaux a porté les oiseaux,fr,True
de jongens duwt de vogels,de jongens heeft de vogels geduwd,nl,True
de jongens bekijkt de vijanden,de jongens heeft de vijanden bekeken,nl,True
de vos valt de kind,de vos heeft de kind aangevallen,nl,False
de leeuw mag de vrouw,de leeuw heeft de vrouw gemogen,nl,False
le professeur frappe le enfant,le professeur a frappé le enfant,fr,False
le loup réconforte le renard,le loup a réconforté le renard,fr,False
les souris cherche les hommes,les souris a cherché les hommes,fr,True
de man duwt de leeuw,de man heeft de leeuw geduwd,nl,False
les amis regarde les femmes,les amis a regardé les femmes,fr,True
les renards regarde les tigres,les renards a regardé les tigres,fr,True
les loups sauve les amis,les loups a sauvé les amis,fr,True
de kind negeert de muis,de kind heeft de muis genegeerd,nl,False
de katten valt de vogels,de katten heeft de vogels aangevallen,nl,True
le éléphant aime le femme,le éléphant a aimé le femme,fr,False
les docteurs aide les hommes,les docteurs a aidé les hommes,fr,True
de vrouwen duwt de jongens,de vrouwen heeft de jongens geduwd,nl,True
les garçons aime les femmes,les garçons a aimé les femmes,fr,True
les souris poursuit les femmes,les souris a poursuivi les femmes,fr,True
de tijgers zoent de muizen,de tijgers heeft de muizen gezoend,nl,True
le cheval observe le renard,le cheval a observé le renard,fr,False
le loup cherche le docteur,le loup a cherché le docteur,fr,False
de muis redt de olifant,de muis heeft de olifant gered,nl,False
le garçon mange le enfant,le garçon a mangé le enfant,fr,False
le singe aide le femme,le singe a aidé le femme,fr,False
de vrouw helpt de meisje,de vrouw heeft de meisje geholpen,nl,False
le garçon chasse le professeur,le garçon a chassé le professeur,fr,False
de vrienden duwt de muizen,de vrienden heeft de muizen geduwd,nl,True
les docteurs mange les oiseaux,les docteurs a mangé les oiseaux,fr,True
de vogel volgt de vos,de vogel heeft de vos gevolgd,nl,False
de hond achtervolgt de leeuw,de hond heeft de leeuw achtervolgd,nl,False
de vrienden helpt de tijgers,de vrienden heeft de tijgers geholpen,nl,True
les garçons observe les docteurs,les garçons a observé les docteurs,fr,True
les renards attaque les hommes,les renards a attaqué les hommes,fr,True
de man redt de jongen,de man heeft de jongen gered,nl,False
de paard duwt de muis,de paard heeft de muis geduwd,nl,False
les singes chasse les chevaux,les singes a chassé les chevaux,fr,True
les souris mange les hommes,les souris a mangé les hommes,fr,True
les enfants chasse les femmes,les enfants a chassé les femmes,fr,True
les professeurs voit les renards,les professeurs a vu les renards,fr,True
les éléphants regarde les tigres,les éléphants a regardé les tigres,fr,True
le chien suit le chat,le chien a suivi le chat,fr,False
de mannen jaagt de apen,de mannen heeft de apen gejaagd,nl,True
de dokters negeert de katten,de dokters heeft de katten genegeerd,nl,True
de leraar volgt de vogel,de leraar heeft de vogel gevolgd,nl,False
les renards repousse les ennemis,les renards a repoussé les ennemis,fr,True
le enfant aime le femme,le enfant a aimé le femme,fr,False
le renard regarde le chien,le renard a regardé le chien,fr,False
de muis eet de olifant,de muis heeft de olifant gegeten,nl,False
de meisje jaagt de vriend,de meisje heeft de vriend gejaagd,nl,False
de tijger valt de vos,de tijger heeft de vos aangevallen,nl,False
de kinderen bekijkt de apen,de kinderen heeft de apen bekeken,nl,True
les filles embrasse les garçons,les filles a embrassé les garçons,fr,True
de hond volgt de man,de hond heeft de man gevolgd,nl,False
le renard aide le cheval,le renard a aidé le cheval,fr,False
de muizen redt de katten,de muizen heeft de katten gered,nl,True
les enfants poursuit les singes,les enfants a poursuivi les singes,fr,True
de kind eet de tijger,de kind heeft de tijger gegeten,nl,False
de meisje draagt de aap,de meisje heeft de aap gedragen,nl,False
les chevaux embrasse les filles,les chevaux a embrassé les filles,fr,True
de vijanden troost de katten,de vijanden heeft de katten getroost,nl,True
de tijger zoent de vos,de tijger heeft de vos gezoend,nl,False
le tigre frappe le renard,le tigre a frappé le renard,fr,False
les hommes mange les chiens,les hommes a mangé les chiens,fr,True
les éléphants aide les garçons,les éléphants a aidé les garçons,fr,True
de olifant ziet de muis,de olifant heeft de muis gezien,nl,False
les chevaux soigne les filles,les chevaux a soigné les filles,fr,True
de leraar verzorgt de muis,de leraar heeft de muis verzorgd,nl,False
de olifant mag de kind,de olifant heeft de kind gemogen,nl,False
les éléphants cherche les singes,les éléphants a cherché les singes,fr,True
de man ziet de aap,de man heeft de aap gezien,nl,False
de man troost de olifant,de man heeft de olifant getroost,nl,False
le renard cherche le enfant,le renard a cherché le enfant,fr,False
de muizen bekijkt de tijgers,de muizen heeft de tijgers bekeken,nl,True
de vogels volgt de vrienden,de vogels heeft de vrienden gevolgd,nl,True
de mannen eet de paarden,de mannen heeft de paarden gegeten,nl,True
les garçons réconforte les singes,les garçons a réconforté les singes,fr,True
le chat réconforte le cheval,le chat a réconforté le cheval,fr,False
les tigres soigne les docteurs,les tigres a soigné les docteurs,fr,True
de vijand achtervolgt de vriend,de vijand heeft de vriend achtervolgd,nl,False
de paard duwt de vrouw,de paard heeft de vrouw geduwd,nl,False
les garçons porte les oiseaux,les garçons a porté les oiseaux,fr,True
de paarden slaat de jongens,de paarden heeft de jongens geslagen,nl,True
le garçon embrasse le loup,le garçon a embrassé le loup,fr,False
le ami suit le garçon,le ami a suivi le garçon,fr,False
de leraar slaat de dokter,de leraar heeft de dokter geslagen,nl,False
de jongen redt de vriend,de jongen heeft de vriend gered,nl,False
de jongens valt de paarden,de jongens heeft de paarden aangevallen,nl,True
le oiseau attaque le docteur,le oiseau a attaqué le docteur,fr,False
de olifant valt de aap,de olifant heeft de aap aangevallen,nl,False
de leeuw duwt de olifant,de leeuw heeft de olifant geduwd,nl,False
de tijger zoekt de vriend,de tijger heeft de vriend gezocht,nl,False
de meisjes valt de tijgers,de meisjes heeft de tijgers aangevallen,nl,True
de tijger redt de vijand,de tijger heeft de vijand gered,nl,False
de kind zoent de vriend,de kind heeft de vriend gezoend,nl,False
le singe cherche le ennemi,le singe a cherché le ennemi,fr,False
les chats aime les enfants,les chats a aimé les enfants,fr,True
le ennemi sauve le éléphant,le ennemi a sauvé le éléphant,fr,False
de man verzorgt de muis,de man heeft de muis verzorgd,nl,False
les filles repousse les docteurs,les filles a repoussé les docteurs,fr,True
de dokter achtervolgt de meisje,de dokter heeft de meisje achtervolgd,nl,False
de paard valt de vrouw,de paard heeft de vrouw aangevallen,nl,False
le professeur ignore le loup,le professeur a ignoré le loup,fr,False
de meisje achtervolgt de leraar,de meisje heeft de leraar achtervolgd,nl,False
de jongen valt de leraar,de jongen heeft de leraar aangevallen,nl,False
de apen redt de vrouwen,de apen heeft de vrouwen gered,nl,True
de leeuwen zoekt de dokters,de leeuwen heeft de dokters gezocht,nl,True
de vrienden ziet de vijanden,de vrienden heeft de vijanden gezien,nl,True
le docteur porte le renard,le docteur a porté le renard,fr,False
de olifanten negeert de kinderen,de olifanten heeft de kinderen genegeerd,nl,True
les hommes ignore les oiseaux,les hommes a ignoré les oiseaux,fr,True
de dokter negeert de vijand,de dokter heeft de vijand genegeerd,nl,False
le souris attaque le loup,le souris a attaqué le loup,fr,False
le femme réconforte le ennemi,le femme a réconforté le ennemi,fr,False
le professeur réconforte le cheval,le professeur a réconforté le cheval,fr,False
de vrouwen redt de jongens,de vrouwen heeft de jongens gered,nl,True
le renard regarde le tigre,le renard a regardé le tigre,fr,False
les amis réconforte les chevaux,les amis a réconforté les chevaux,fr,True
de aap observeert de vriend,de aap heeft de vriend geobserveerd,nl,False
les ennemis repousse les oiseaux,les ennemis a repoussé les oiseaux,fr,True
le renard suit le femme,le renard a suivi le femme,fr,False
de meisje redt de paard,de meisje heeft de paard gered,nl,False
de vogels volgt de meisjes,de vogels heeft de meisjes gevolgd,nl,True
de vrouwen observeert de apen,de vrouwen heeft de apen geobserveerd,nl,True
de vos negeert de dokter,de vos heeft de dokter genegeerd,nl,False
de vrouwen duwt de apen,de vrouwen heeft de apen geduwd,nl,True
le docteur repousse le renard,le docteur a repoussé le renard,fr,False
de apen redt de olifanten,de apen heeft de olifanten gered,nl,True
de vrouwen slaat de leraars,de vrouwen heeft de leraars geslagen,nl,True
les ennemis aide les chiens,les ennemis a aidé les chiens,fr,True
de olifanten eet de mannen,de olifanten heeft de mannen gegeten,nl,True
de vos redt de kat,de vos heeft de kat gered,nl,False
les chiens frappe les enfants,les chiens a frappé les enfants,fr,True
le loup porte le souris,le loup a porté le souris,fr,False
de tijger achtervolgt de hond,de tijger heeft de hond achtervolgd,nl,False
de tijger mag de meisje,de tijger heeft de meisje gemogen,nl,False
de vossen mag de jongens,de vossen heeft de jongens gemogen,nl,True
le enfant réconforte le fille,le enfant a réconforté le fille,fr,False
les oiseaux voit les éléphants,les oiseaux a vu les éléphants,fr,True
les hommes repousse les souris,les hommes a repoussé les souris,fr,True
de meisjes zoekt de mannen,de meisjes heeft de mannen gezocht,nl,True
le éléphant voit le homme,le éléphant a vu le homme,fr,False
de vrouw observeert de man,de vrouw heeft de man geobserveerd,nl,False
le éléphant poursuit le cheval,le éléphant a poursuivi le cheval,fr,False
de vossen bekijkt de katten,de vossen heeft de katten bekeken,nl,True
de jongens verzorgt de vrouwen,de jongens heeft de vrouwen verzorgd,nl,True
