input,target,lang,plural,subj,obj,verb
les chiens ignorent les docteurs,les chiens a ignoré les docteurs,fr,True,chien,docteur,ignore
le chien mange le fille,le chien a mangé le fille,fr,False,chien,fille,mange
les chiens mangent les filles,les chiens a mangé les filles,fr,True,chien,fille,mange
le chien voit le fille,le chien a vu le fille,fr,False,chien,fille,voit
les chiens voient les filles,les chiens a vu les filles,fr,True,chien,fille,voit
le chien aime le fille,le chien a aimé le fille,fr,False,chien,fille,aime
les chiens aiment les filles,les chiens a aimé les filles,fr,True,chien,fille,aime
le chien cherche le fille,le chien a cherché le fille,fr,False,chien,fille,cherche
les chiens cherchent les filles,les chiens a cherché les filles,fr,True,chien,fille,cherche
le chien aide le fille,le chien a aidé le fille,fr,False,chien,fille,aide
les chiens aident les filles,les chiens a aidé les filles,fr,True,chien,fille,aide
le chien suit le fille,le chien a suivi le fille,fr,False,chien,fille,suit
les chiens suivent les filles,les chiens a suivi les filles,fr,True,chien,fille,suit
le chien frappe le fille,le chien a frappé le fille,fr,False,chien,fille,frappe
les chiens frappent les filles,les chiens a frappé les filles,fr,True,chien,fille,frappe
le chien porte le fille,le chien a porté le fille,fr,False,chien,fille,porte
les chiens portent les filles,les chiens a porté les filles,fr,True,chien,fille,porte
le chien embrasse le fille,le chien a embrassé le fille,fr,False,chien,fille,embrasse
les chiens embrassent les filles,les chiens a embrassé les filles,fr,True,chien,fille,embrasse
le chien soigne le fille,le chien a soigné le fille,fr,False,chien,fille,soigne
les chiens soignent les filles,les chiens a soigné les filles,fr,True,chien,fille,soigne
le chien poursuit le fille,le chien a poursuivi le fille,fr,False,chien,fille,poursuit
les chiens poursuivent les filles,les chiens a poursuivi les filles,fr,True,chien,fille,poursuit
le chien sauve le fille,le chien a sauvé le fille,fr,False,chien,fille,sauve
les chiens sauvent les filles,les chiens a sauvé les filles,fr,True,chien,fille,sauve
le chien réconforte le fille,le chien a réconforté le fille,fr,False,chien,fille,réconforte
les chiens réconfortent les filles,les chiens a réconforté les filles,fr,True,chien,fille,réconforte
le chien repousse le fille,le chien a repoussé le fille,fr,False,chien,fille,repousse
les chiens repoussent les filles,les chiens a repoussé les filles,fr,True,chien,fille,repousse
le chien regarde le fille,le chien a regardé le fille,fr,False,chien,fille,regarde
les chiens regardent les filles,les chiens a regardé les filles,fr,True,chien,fille,regarde
le chien ignore le fille,le chien a ignoré le fille,fr,False,chien,fille,ignore
les chiens ignorent les filles,les chiens a ignoré les filles,fr,True,chien,fille,ignore
le chien mange le garçon,le chien a mangé le garçon,fr,False,chien,garçon,mange
les chiens mangent les garçons,les chiens a mangé les garçons,fr,True,chien,garçon,mange
le chien voit le garçon,le chien a vu le garçon,fr,False,chien,garçon,voit
les chiens voient les garçons,les chiens a vu les garçons,fr,True,chien,garçon,voit
le chien aime le garçon,le chien a aimé le garçon,fr,False,chien,garçon,aime
les chiens aiment les garçons,les chiens a aimé les garçons,fr,True,chien,garçon,aime
le chien cherche le garçon,le chien a cherché le garçon,fr,False,chien,garçon,cherche
les chiens cherchent les garçons,les chiens a cherché les garçons,fr,True,chien,garçon,cherche
le chien aide le garçon,le chien a aidé le garçon,fr,False,chien,garçon,aide
les chiens aident les garçons,les chiens a aidé les garçons,fr,True,chien,garçon,aide
le chien suit le garçon,le chien a suivi le garçon,fr,False,chien,garçon,suit
les chiens suivent les garçons,les chiens a suivi les garçons,fr,True,chien,garçon,suit
le chien frappe le garçon,le chien a frappé le garçon,fr,False,chien,garçon,frappe
les chiens frappent les garçons,les chiens a frappé les garçons,fr,True,chien,garçon,frappe
le chien porte le garçon,le chien a porté le garçon,fr,False,chien,garçon,porte
les chiens portent les garçons,les chiens a porté les garçons,fr,True,chien,garçon,porte
le chien embrasse le garçon,le chien a embrassé le garçon,fr,False,chien,garçon,embrasse
les chiens embrassent les garçons,les chiens a embrassé les garçons,fr,True,chien,garçon,embrasse
le chien soigne le garçon,le chien a soigné le garçon,fr,False,chien,garçon,soigne
les chiens soignent les garçons,les chiens a soigné les garçons,fr,True,chien,garçon,soigne
le chien poursuit le garçon,le chien a poursuivi le garçon,fr,False,chien,garçon,poursuit
les chiens poursuivent les garçons,les chiens a poursuivi les garçons,fr,True,chien,garçon,poursuit
le chien sauve le garçon,le chien a sauvé le garçon,fr,False,chien,garçon,sauve
les chiens sauvent les garçons,les chiens a sauvé les garçons,fr,True,chien,garçon,sauve
le chien réconforte le garçon,le chien a réconforté le garçon,fr,False,chien,garçon,réconforte
les chiens réconfortent les garçons,les chiens a réconforté les garçons,fr,True,chien,garçon,réconforte
le chien repousse le garçon,le chien a repoussé le garçon,fr,False,chien,garçon,repousse
les chiens repoussent les garçons,les chiens a repoussé les garçons,fr,True,chien,garçon,repousse
le chien regarde le garçon,le chien a regardé le garçon,fr,False,chien,garçon,regarde
les chiens regardent les garçons,les chiens a regardé les garçons,fr,True,chien,garçon,regarde
le chien ignore le garçon,le chien a ignoré le garçon,fr,False,chien,garçon,ignore
les chiens ignorent les garçons,les chiens a ignoré les garçons,fr,True,chien,garçon,ignore
le chien mange le femme,le chien a mangé le femme,fr,False,chien,femme,mange
les chiens mangent les femmes,les chiens a mangé les femmes,fr,True,chien,femme,mange
le chien voit le femme,le chien a vu le femme,fr,False,chien,femme,voit
les chiens voient les femmes,les chiens a vu les femmes,fr,True,chien,femme,voit
le chien aime le femme,le chien a aimé le femme,fr,False,chien,femme,aime
les chiens aiment les femmes,les chiens a aimé les femmes,fr,True,chien,femme,aime
le chien cherche le femme,le chien a cherché le femme,fr,False,chien,femme,cherche
les chiens cherchent les femmes,les chiens a cherché les femmes,fr,True,chien,femme,cherche
le chien aide le femme,le chien a aidé le femme,fr,False,chien,femme,aide
les chiens aident les femmes,les chiens a aidé les femmes,fr,True,chien,femme,aide
le chien suit le femme,le chien a suivi le femme,fr,False,chien,femme,suit
les chiens suivent les femmes,les chiens a suivi les femmes,fr,True,chien,femme,suit
le chien frappe le femme,le chien a frappé le femme,fr,False,chien,femme,frappe
les chiens frappent les femmes,les chiens a frappé les femmes,fr,True,chien,femme,frappe
le chien porte le femme,le chien a porté le femme,fr,False,chien,femme,porte
les chiens portent les femmes,les chiens a porté les femmes,fr,True,chien,femme,porte
le chien embrasse le femme,le chien a embrassé le femme,fr,False,chien,femme,embrasse
les chiens embrassent les femmes,les chiens a embrassé les femmes,fr,True,chien,femme,embrasse
le chien soigne le femme,le chien a soigné le femme,fr,False,chien,femme,soigne
les chiens soignent les femmes,les chiens a soigné les femmes,fr,True,chien,femme,soigne
le chien poursuit le femme,le chien a poursuivi le femme,fr,False,chien,femme,poursuit
les chiens poursuivent les femmes,les chiens a poursuivi les femmes,fr,True,chien,femme,poursuit
le chien sauve le femme,le chien a sauvé le femme,fr,False,chien,femme,sauve
les chiens sauvent les femmes,les chiens a sauvé les femmes,fr,True,chien,femme,sauve
le chien réconforte le femme,le chien a réconforté le femme,fr,False,chien,femme,réconforte
les chiens réconfortent les femmes,les chiens a réconforté les femmes,fr,True,chien,femme,réconforte
le chien repousse le femme,le chien a repoussé le femme,fr,False,chien,femme,repousse
les chiens repoussent les femmes,les chiens a repoussé les femmes,fr,True,chien,femme,repousse
le chien regarde le femme,le chien a regardé le femme,fr,False,chien,femme,regarde
les chiens regardent les femmes,les chiens a regardé les femmes,fr,True,chien,femme,regarde
le chien ignore le femme,le chien a ignoré le femme,fr,False,chien,femme,ignore
les chiens ignorent les femmes,les chiens a ignoré les femmes,fr,True,chien,femme,ignore
le chien mange le homme,le chien a mangé le homme,fr,False,chien,homme,mange
les chiens mangent les hommes,les chiens a mangé les hommes,fr,True,chien,homme,mange
le chien voit le homme,le chien a vu le homme,fr,False,chien,homme,voit
les chiens voient les hommes,les chiens a vu les hommes,fr,True,chien,homme,voit
le chien aime le homme,le chien a aimé le homme,fr,False,chien,homme,aime
les chiens aiment les hommes,les chiens a aimé les hommes,fr,True,chien,homme,aime
le chien cherche le homme,le chien a cherché le homme,fr,False,chien,homme,cherche
les chiens cherchent les hommes,les chiens a cherché les hommes,fr,True,chien,homme,cherche
le chien aide le homme,le chien a aidé le homme,fr,False,chien,homme,aide
les chiens aident les hommes,les chiens a aidé les hommes,fr,True,chien,homme,aide
le chien suit le homme,le chien a suivi le homme,fr,False,chien,homme,suit
les chiens suivent les hommes,les chiens a suivi les hommes,fr,True,chien,homme,suit
le chien frappe le homme,le chien a frappé le homme,fr,False,chien,homme,frappe
les chiens frappent les hommes,les chiens a frappé les hommes,fr,True,chien,homme,frappe
le chien porte le homme,le chien a porté le homme,fr,False,chien,homme,porte
les chiens portent les hommes,les chiens a porté les hommes,fr,True,chien,homme,porte
le chien embrasse le homme,le chien a embrassé le homme,fr,False,chien,homme,embrasse
les chiens embrassent les hommes,les chiens a embrassé les hommes,fr,True,chien,homme,embrasse
le chien soigne le homme,le chien a soigné le homme,fr,False,chien,homme,soigne
les chiens soignent les hommes,les chiens a soigné les hommes,fr,True,chien,homme,soigne
le chien poursuit le homme,le chien a poursuivi le homme,fr,False,chien,homme,poursuit
les chiens poursuivent les hommes,les chiens a poursuivi les hommes,fr,True,chien,homme,poursuit
le chien sauve le homme,le chien a sauvé le homme,fr,False,chien,homme,sauve
les chiens sauvent les hommes,les chiens a sauvé les hommes,fr,True,chien,homme,sauve
le chien réconforte le homme,le chien a réconforté le homme,fr,False,chien,homme,réconforte
les chiens réconfortent les hommes,les chiens a réconforté les hommes,fr,True,chien,homme,réconforte
le chien repousse le homme,le chien a repoussé le homme,fr,False,chien,homme,repousse
les chiens repoussent les hommes,les chiens a repoussé les hommes,fr,True,chien,homme,repousse
le chien regarde le homme,le chien a regardé le homme,fr,False,chien,homme,regarde
les chiens regardent les hommes,les chiens a regardé les hommes,fr,True,chien,homme,regarde
le chien ignore le homme,le chien a ignoré le homme,fr,False,chien,homme,ignore
les chiens ignorent les hommes,les chiens a ignoré les hommes,fr,True,chien,homme,ignore
le chien mange le professeur,le chien a mangé le professeur,fr,False,chien,professeur,mange
les chiens mangent les professeurs,les chiens a mangé les professeurs,fr,True,chien,professeur,mange
le chien voit le professeur,le chien a vu le professeur,fr,False,chien,professeur,voit
les chiens voient les professeurs,les chiens a vu les professeurs,fr,True,chien,professeur,voit
le chien aime le professeur,le chien a aimé le professeur,fr,False,chien,professeur,aime
les chiens aiment les professeurs,les chiens a aimé les professeurs,fr,True,chien,professeur,aime
le chien cherche le professeur,le chien a cherché le professeur,fr,False,chien,professeur,cherche
les chiens cherchent les professeurs,les chiens a cherché les professeurs,fr,True,chien,professeur,cherche
le chien aide le professeur,le chien a aidé le professeur,fr,False,chien,professeur,aide
les chiens aident les professeurs,les chiens a aidé les professeurs,fr,True,chien,professeur,aide
le chien suit le professeur,le chien a suivi le professeur,fr,False,chien,professeur,suit
les chiens suivent les professeurs,les chiens a suivi les professeurs,fr,True,chien,professeur,suit
le chien frappe le professeur,le chien a frappé le professeur,fr,False,chien,professeur,frappe
les chiens frappent les professeurs,les chiens a frappé les professeurs,fr,True,chien,professeur,frappe
le chien porte le professeur,le chien a porté le professeur,fr,False,chien,professeur,porte
les chiens portent les professeurs,les chiens a porté les professeurs,fr,True,chien,professeur,porte
le chien embrasse le professeur,le chien a embrassé le professeur,fr,False,chien,professeur,embrasse
les chiens embrassent les professeurs,les chiens a embrassé les professeurs,fr,True,chien,professeur,embrasse
le chien soigne le professeur,le chien a soigné le professeur,fr,False,chien,professeur,soigne
les chiens soignent les professeurs,les chiens a soigné les professeurs,fr,True,chien,professeur,soigne
le chien poursuit le professeur,le chien a poursuivi le professeur,fr,False,chien,professeur,poursuit
les chiens poursuivent les professeurs,les chiens a poursuivi les professeurs,fr,True,chien,professeur,poursuit
le chien sauve le professeur,le chien a sauvé le professeur,fr,False,chien,professeur,sauve
les chiens sauvent les professeurs,les chiens a sauvé les professeurs,fr,True,chien,professeur,sauve
le chien réconforte le professeur,le chien a réconforté le professeur,fr,False,chien,professeur,réconforte
les chiens réconfortent les professeurs,les chiens a réconforté les professeurs,fr,True,chien,professeur,réconforte
le chien repousse le professeur,le chien a repoussé le professeur,fr,False,chien,professeur,repousse
